name,kind,extension,risk,severity,suspicion,already_documented,evidence
PDO::__construct (PDO::ATTR_PERSISTENT with pdo_mysql),method,pdo,lifecycle,medium,Persistent PDO handles live in the process-wide EG(persistent_list) and would be shared by concurrent requests; the mysqlnd transport factory refuses them loudly.,yes,"fiber_errors.md (PDO ATTR_PERSISTENT desync, persistent blocked); ext/pdo/pdo_dbh.c:394-494"
PDO::query (pdo_odbc),method,pdo_odbc,blocking,medium,"ODBC drivers perform synchronous network I/O outside PHP streams, blocking the whole process (also pdo_dblib and pdo_firebird).",no,ext/pdo_odbc/odbc_driver.c; reasoning
PDO::__construct (pdo_pgsql),method,pdo_pgsql,blocking,medium,"PQconnectdb blocks the whole process for the TCP connect, DNS and authentication round-trips.",yes,fiber_async_io.md (libpq); ext/pdo_pgsql/pgsql_driver.c
PDO::query (pdo_pgsql),method,pdo_pgsql,blocking,medium,"libpq PQexec is synchronous on libpq's own socket, so the whole process blocks for every query (also PDO::exec, PDO::prepare, PDOStatement::execute, PDO::beginTransaction/commit).",yes,fiber_async_io.md (libpq); ext/pdo_pgsql/pgsql_driver.c
PDO::__construct (pdo_sqlite),method,pdo_sqlite,blocking,medium,Default PDO_ATTR_TIMEOUT of 60 s installs an in-process sqlite3_busy_timeout that sleeps in a loop; when the lock holder is another suspended fiber in the same process the busy loop can never succeed and stalls all requests for the full timeout.,no,"ext/pdo_sqlite/sqlite_driver.c:897,935-937,333"
PDOStatement::execute (pdo_sqlite),method,pdo_sqlite,blocking,medium,Synchronous disk I/O plus the in-process busy handler wait when another request in the same process holds the database lock.,no,ext/pdo_sqlite/sqlite_driver.c:937; reasoning
pg_connect,function,pgsql,blocking,medium,"PQconnectdb blocks the whole process for connect, DNS and authentication.",yes,fiber_async_io.md (libpq); ext/pgsql/pgsql.c:837
pg_copy_from,function,pgsql,blocking,medium,"Synchronous PQputCopyData/PQputCopyEnd on libpq's socket (also pg_copy_to, pg_lo_import, pg_lo_export) blocks the whole process.",yes,"fiber_async_io.md (libpq); ext/pgsql/pgsql.c:3445,2891"
pg_get_result,function,pgsql,blocking,medium,PQgetResult blocks until the server answers unless pg_connection_busy/pg_socket polling is used.,yes,fiber_async_io.md (libpq); ext/pgsql/pgsql.c:4263
pg_query,function,pgsql,blocking,medium,"PQexec is synchronous on libpq's socket, blocking every in-flight request (also pg_query_params, pg_execute, pg_prepare).",yes,"fiber_async_io.md (libpq); ext/pgsql/pgsql.c:1137,1259,1442"
phar.readonly,ini,phar,shared-state,medium,"phar_ini_modify_handler writes PHAR_G(readonly) process-wide (can only be tightened at runtime), so one request's ini_set makes other requests' Phar writes fail.",no,ext/phar/phar.c:184
phar.require_hash,ini,phar,shared-state,medium,phar_ini_modify_handler writes process-wide PHAR_G(require_hash) for every request's phar loading.,no,ext/phar/phar.c:185
Phar::interceptFileFuncs,method,phar,shared-state,medium,"Sets PHAR_G(intercepted) and swaps the fopen/file_get_contents/is_file/... handlers process-wide, so every other request's file functions start resolving phar paths.",no,"ext/phar/func_interceptors.c:825,27,157"
Phar::mount,method,phar,shared-state,medium,"Adds a mount to the phar's entry in the process-wide PHAR_G(phar_fname_map), visible to every request using that archive.",no,"ext/phar/phar_object.c (PHP_METHOD(Phar, mount))"
Phar::mungServer,method,phar,shared-state,medium,"Writes the process-wide PHAR_G(phar_SERVER_mung_list), rewriting $_SERVER entries for other requests served from phars.",no,"ext/phar/phar_object.c (PHP_METHOD(Phar, mungServer))"
posix_get_last_error,function,posix,shared-state,medium,"Reads POSIX_G(last_error), a process-wide slot written by any request's failing posix_* call (also posix_errno).",no,"ext/posix/posix.c:122-352,1270"
posix_getcwd,function,posix,shared-state,medium,Returns the process CWD that any request's chdir() may have changed.,yes,NOTES.md 3q; ext/posix/posix.c:582
posix_setrlimit,function,posix,shared-state,medium,Changes resource limits of the whole process for every in-flight request.,no,ext/posix/posix.c:1228
posix_setsid,function,posix,shared-state,medium,"Changes the session/process group of the whole process (also posix_setpgid), affecting signal delivery for every request.",no,"ext/posix/posix.c:291,299"
mt_srand,function,random,shared-state,medium,"Seeds the process-wide Mt19937 global engine, so the mt_rand()/rand()/shuffle()/array_rand() sequence of every other in-flight request becomes deterministic and predictable from this request's seed.",no,ext/random/random.c:485; ext/random/random.c:803-809 (RINIT resets seeded flag once per process)
srand,function,random,shared-state,medium,Alias of mt_srand: seeds the process-wide global engine for all requests.,no,ext/random/random.c:485
ReflectionClass::getStaticPropertyValue,method,reflection,shared-state,medium,Reads the process-wide class static as last written by any request (also ReflectionClass::getStaticProperties).,yes,frameworks.md (fiber.isolate_statics); ext/reflection/php_reflection.c
session.save_handler,ini,session,blocking,medium,The default 'files' handler is the one with the in-process flock deadlock; redis/memcached handlers through intercepted transports are the safe choice.,yes,session-lock-arbiter-report.md; ext/session/mod_files.c:207
session_gc,function,session,blocking,medium,"The files handler walks the whole save_path directory synchronously (also triggered by session.gc_probability in the per-request session RINIT), stalling all requests for the scan.",no,ext/session/session.c:2728; ext/session/mod_files.c (ps_gc_files)
snmp_set_quick_print,function,snmp,shared-state,medium,"netsnmp_ds_set_boolean writes net-snmp's process-wide library defaults used by every request's SNMP output (also snmp_set_enum_print, snmp_set_oid_output_format, snmp_set_valueretrieval via SNMP_G).",no,"ext/snmp/snmp.c:1473-1487,1246,1403-1423"
snmpget,function,snmp,blocking,medium,"net-snmp sends UDP requests synchronously with retries and timeouts of seconds, blocking the whole process (also snmpwalk, snmprealwalk, snmpset, snmp2_*, snmp3_*, SNMP::get/walk/set).",no,ext/snmp/snmp.c
use_soap_error_handler,function,soap,shared-state,medium,Sets the process-wide SOAP_GLOBAL(use_soap_error_handler) for every request's error handling.,no,ext/soap/soap.c (PHP_FUNCTION(use_soap_error_handler))
Socket,class,sockets,blocking,medium,All ext/sockets operations are raw blocking syscalls outside the streams layer.,yes,fiber_async_io.md (ext/sockets)
socket_accept,function,sockets,blocking,medium,Blocking accept() stalls the whole process until a peer connects.,yes,fiber_async_io.md (ext/sockets); ext/sockets/sockets.c:727
socket_addrinfo_lookup,function,sockets,blocking,medium,Synchronous getaddrinfo blocks the whole process.,yes,fiber_async_io.md (DNS); ext/sockets/sockets.c:2772
socket_connect,function,sockets,blocking,medium,Blocking connect() (including its getaddrinfo) stalls the whole process for the TCP handshake.,yes,fiber_async_io.md (ext/sockets); ext/sockets/sockets.c:1202
socket_import_stream,function,sockets,blocking,medium,Turns an intercepted tcp:// stream into a raw Socket whose reads/writes bypass the fiber interception and block.,no,ext/sockets/sockets.c:2630
socket_last_error,function,sockets,shared-state,medium,"Without a socket argument returns SOCKETS_G(last_error), a process-wide slot written by every socket call in any request (also socket_clear_error).",no,"ext/sockets/sockets.c:2543,2565"
socket_read,function,sockets,blocking,medium,recv() on a raw ext/sockets descriptor blocks the whole process until data arrives.,yes,fiber_async_io.md (ext/sockets); ext/sockets/sockets.c:928
socket_recv,function,sockets,blocking,medium,Blocking recv() on a raw socket stalls the whole process.,yes,fiber_async_io.md (ext/sockets); ext/sockets/sockets.c:1414
socket_recvfrom,function,sockets,blocking,medium,Blocking recvfrom() stalls the whole process.,yes,fiber_async_io.md (ext/sockets); ext/sockets/sockets.c:1493
socket_recvmsg,function,sockets,blocking,medium,Blocking recvmsg() stalls the whole process.,yes,fiber_async_io.md (ext/sockets); ext/sockets/sendrecvmsg.c:217
socket_select,function,sockets,blocking,medium,select() on raw sockets blocks the whole process for up to the timeout.,yes,fiber_async_io.md (ext/sockets); ext/sockets/sockets.c:614
sodium_crypto_pwhash,function,sodium,blocking,medium,"Argon2 is memory-hard and CPU-bound for hundreds of milliseconds with no suspension point, freezing every request (also sodium_crypto_pwhash_str and _str_verify, sodium_crypto_pwhash_scryptsalsa208sha256).",no,ext/sodium/libsodium.c; reasoning
spl_autoload_unregister,function,spl,shared-state,medium,"Removes an autoloader from the process-wide zend_class_autoload_functions list while another in-flight request still relies on it, producing 'Class not found' in that request.",no,Zend/zend_autoload.c:26; ext/spl/php_spl.c
SQLite3::busyTimeout,method,sqlite3,blocking,medium,"Installs sqlite3_busy_timeout, an in-process sleep loop; if the lock holder is another suspended fiber in the same process the wait always runs to the full timeout, stalling every request.",no,ext/sqlite3/sqlite3.c:346-370
arg_separator.output,ini,standard,shared-state,medium,Process-wide PG(arg_separator).output changes the separator http_build_query() emits for every other request.,no,main/main.c:829; ext/standard/http.c:118
array_udiff,function,standard,shared-state,medium,Uses BG(user_compare_fci) for the user comparator (also array_udiff_assoc/array_udiff_uassoc/array_uintersect*/array_diff_ukey/array_intersect_ukey); a suspension inside the callback lets another request replace it.,no,"ext/standard/array.c:5366-6124,863-866"
assert.active,ini,standard,shared-state,medium,"Writes process-wide ASSERTG(active) (deprecated), disabling assert() evaluation for every other request.",no,ext/standard/assert.c:121
assert.bail,ini,standard,shared-state,medium,Process-wide ASSERTG(bail) makes a failing assert() in any request bail out.,no,ext/standard/assert.c:123
assert_options,function,standard,shared-state,medium,Deprecated setter that writes the process-wide assert_globals used by assert() in every request.,no,ext/standard/assert.c (assert_options writes ASSERTG)
basename,function,standard,shared-state,medium,php_basename uses locale-dependent multibyte handling (mblen) under the process-wide LC_CTYPE another request may have changed.,no,ext/standard/string.c:1452
clearstatcache,function,standard,shared-state,medium,Clears the process-wide single-entry stat cache BG(CurrentStatFile) used by all requests; conversely the cache is never cleared at request boundaries so file_exists/filemtime can return another request's cached result.,no,"ext/standard/filestat.c:703,684-686,791-829"
crypt,function,standard,blocking,medium,Synchronous bcrypt/sha512-crypt with configurable rounds freezes the process.,no,ext/standard/crypt.c; reasoning
default_socket_timeout,ini,standard,shared-state,medium,"OnUpdateLong writes FG(default_socket_timeout) process-wide, so a request setting a short timeout makes other requests' new connections (mysqlnd, redis, http wrapper) time out early.",no,ext/standard/file.c:148; main/streams/transports.c:66; main/streams/xp_socket.c:1104
display_errors,ini,standard,shared-state,medium,"OnUpdateDisplayErrors writes PG(display_errors) process-wide, so request A's ini_set('display_errors', 1) makes request B print its warnings into its response.",no,main/main.c:803
dns_check_record,function,standard,blocking,medium,Synchronous resolver query (also checkdnsrr alias) blocks the whole process.,yes,fiber_async_io.md (DNS); ext/standard/dns.c
dns_get_mx,function,standard,blocking,medium,Synchronous MX lookup (also getmxrr alias) blocks the whole process.,yes,fiber_async_io.md (DNS); ext/standard/dns.c
dns_get_record,function,standard,blocking,medium,Synchronous res_nsearch/res_search blocks the whole process for the DNS round-trip and retries.,yes,fiber_async_io.md (DNS); ext/standard/dns.c:806
error_clear_last,function,standard,shared-state,medium,"Clears the process-wide PG(last_error_*) fields, discarding an error another in-flight request has not yet read.",no,ext/standard/basic_functions.c:1449-1458; main/main.c:1353
error_get_last,function,standard,shared-state,medium,PG(last_error_message)/type/file/line are process-wide and are overwritten by any warning raised in another request between this request's failing call and its error_get_last() (any I/O in between is a switch point).,no,"main/main.c:1261-1263, 1305-1308; ext/standard/basic_functions.c:1424"
error_log,ini,standard,shared-state,medium,"on_modify writes PG(error_log) process-wide, so errors of request B are logged to the file request A configured with ini_set('error_log').",no,main/main.c:840
escapeshellarg,function,standard,shared-state,medium,"Uses locale-dependent mblen() under the process-wide LC_CTYPE, so quoting of multibyte arguments follows another request's setlocale().",no,ext/standard/exec.c:483
exec,function,standard,blocking,medium,fork+exec then a blocking read of the child's stdout until it exits; the whole process (all in-flight requests) stalls for the child's lifetime.,no,ext/standard/exec.c:240 (php_exec)
fdatasync,function,standard,blocking,medium,"fdatasync(2) waits for the disk, stalling every in-flight request.",no,ext/standard/file.c:1338
fopen (FIFO or php://stdin),function,standard,blocking,medium,Opening a FIFO blocks until a writer appears and reading php://stdin blocks on the shared process stdin indefinitely.,no,main/streams/plain_wrapper.c; main/streams/php_fopen_wrapper.c
fsync,function,standard,blocking,medium,"fsync(2) waits for the disk to flush, stalling every in-flight request for milliseconds to seconds.",no,ext/standard/file.c:1319
get_include_path,function,standard,shared-state,medium,Returns the process-wide PG(include_path) another request may have changed.,no,ext/standard/basic_functions.c (get_include_path reads PG(include_path))
getcwd,function,standard,shared-state,medium,"Returns the process CWD, which reflects the last chdir() of any request rather than this request's script directory (the pool deliberately skips the per-script chdir).",yes,sapi/fpmng/fpm/fpm_pool_coop.c (zend_execute_scripts instead of php_execute_script to avoid chdir); ext/standard/dir.c:379
getenv,function,standard,shared-state,medium,Reads the process environment that any concurrent request may have changed with putenv().,no,ext/standard/basic_functions.c (php_getenv reads environ); reasoning
gethostbyaddr,function,standard,blocking,medium,Synchronous reverse lookup blocks the whole process.,yes,fiber_async_io.md (DNS); ext/standard/dns.c
gethostbyname,function,standard,blocking,medium,Synchronous resolver call outside the evdns-backed connect path blocks the whole process for the DNS round-trip.,yes,fiber_async_io.md (DNS); ext/standard/dns.c:217
gethostbynamel,function,standard,blocking,medium,Synchronous getaddrinfo outside the intercepted connect path blocks the whole process.,yes,fiber_async_io.md (DNS); ext/standard/dns.c
getlastmod,function,standard,shared-state,medium,"BG(page_mtime)/page_inode cache is filled by the first script that asks and reset only at process RSHUTDOWN, so in a pool serving several scripts other requests get the first script's mtime.",no,ext/standard/pageinfo.c:148; ext/standard/basic_functions.c:485
getmyinode,function,standard,shared-state,medium,Same BG(page_inode) once-per-process cache as getlastmod.,no,ext/standard/pageinfo.c:128
ignore_user_abort,function,standard,shared-state,medium,"Writes the ini entry whose on_modify updates the process-wide PG(ignore_user_abort), so request A's ignore_user_abort(true) also stops request B from bailing out when B's client disconnects.",no,main/main.c:814; main/main.c:2676 (if (!PG(ignore_user_abort)) bailout)
ignore_user_abort,ini,standard,shared-state,medium,on_modify writes the process-wide PG(ignore_user_abort) consulted when any request's client aborts.,no,main/main.c:814; main/main.c:2676
internal_encoding,ini,standard,shared-state,medium,Process-wide PG(internal_encoding) is the fallback charset for htmlspecialchars/mbstring/iconv in every request.,no,main/main.c:837
localeconv,function,standard,shared-state,medium,Returns the process-wide C locale numeric/monetary data that another request's setlocale() may have changed.,no,ext/standard/string.c:5639
log_errors,ini,standard,shared-state,medium,"Process-wide PG(log_errors), so one request disabling error logging silences other requests' errors in the log.",no,main/main.c:816
mail,function,standard,blocking,medium,"popen()s sendmail and writes the message through a blocking pipe then pclose() waits for the MTA, stalling all requests for the sendmail round-trip.",no,"ext/standard/mail.c:264,568"
memory_get_peak_usage,function,standard,shared-state,medium,"Peak is process-wide and never reset per request, so it reflects the busiest moment of any concurrent request.",no,reasoning (one zend_mm heap per process)
memory_get_usage,function,standard,shared-state,medium,"Reports the single process heap shared by all in-flight requests, so per-request memory accounting (Symfony profiler, Laravel Telescope, memory guards) is inflated by other requests.",no,reasoning (one zend_mm heap per process; NOTES.md 3s memory_limit per process)
nl_langinfo,function,standard,shared-state,medium,Reads process-wide C locale data changed by any request's setlocale().,no,ext/standard/string.c:243
open_basedir,ini,standard,shared-state,medium,"OnUpdateBaseDir tightens PG(open_basedir) for the whole process, so a request narrowing its own open_basedir at runtime makes other requests fail with 'open_basedir restriction in effect'.",no,main/main.c:846 (OnUpdateBaseDir)
openlog,function,standard,shared-state,medium,"Sets the process-wide syslog ident/facility (BG(syslog_device)), so another request's syslog() lines are tagged with this request's ident.",no,ext/standard/syslog.c:57
output_reset_rewrite_vars,function,standard,shared-state,medium,Resets the process-wide output rewriter while another request still expects its variables to be appended.,no,main/output.c:1572
passthru,function,standard,blocking,medium,Blocking read of the child's output until exit stalls every in-flight request.,no,ext/standard/exec.c:254
password_hash,function,standard,blocking,medium,"bcrypt/argon2 hashing is CPU-bound for 50-500 ms with no suspension point, freezing every other in-flight request for that time.",no,ext/standard/password.c; reasoning (no yield inside crypt)
password_verify,function,standard,blocking,medium,"Recomputes the bcrypt/argon2 hash synchronously, freezing all requests for the hash cost.",no,ext/standard/password.c; reasoning
pclose,function,standard,blocking,medium,"Waits for the child process to exit, stalling every in-flight request.",no,ext/standard/file.c:846; main/streams/plain_wrapper.c:550
pfsockopen,function,standard,lifecycle,medium,Persistent socket via EG(persistent_list) shared by all in-flight requests; refused by the fiber transport factory.,yes,fiber_errors.md (persistent connections blocked)
popen,function,standard,blocking,medium,Returns a plain (non-intercepted) pipe stream; fgets/fread on it and pclose()'s wait block the whole process until the child writes or exits.,no,ext/standard/file.c:789; main/streams/plain_wrapper.c:550
proc_close,function,standard,blocking,medium,waitpid() without WNOHANG on the child stalls every in-flight request until it exits.,no,"ext/standard/proc_open.c:374,257"
proc_nice,function,standard,shared-state,medium,"Changes the nice value of the whole process, slowing or prioritising every in-flight request.",no,ext/standard/exec.c:534
proc_open,function,standard,blocking,medium,"Child pipes are plain streams outside the transport interception, so reading them (Symfony Process) blocks the process; proc_close()/resource dtor waitpid() blocks until exit.",no,"ext/standard/proc_open.c:1208,250-281"
register_tick_function,function,standard,shared-state,medium,"BG(user_tick_functions) is a process-wide list run from the tick hook, so request A's tick callback fires while request B's declare(ticks) code executes and the list is only destroyed at process RSHUTDOWN.",yes,ext/standard/basic_functions.c:2302-2332; fiber_errors.md (PG(tick_functions) growth)
set_time_limit,function,standard,shared-state,medium,Arms the single process-wide Zend timeout (setitimer) for whatever code happens to be running when it fires; the pool restores max_execution_time after the script but a request-scoped limit still applies to everyone.,yes,fiber_errors.md (set_time_limit mitigation); Zend/zend_execute_API.c:1567-1631 (setitimer)
shell_exec,function,standard,blocking,medium,Blocking popen/read until the child exits stalls every in-flight request.,no,ext/standard/exec.c:496
sprintf (%f and %F with locale-aware conversion),function,standard,shared-state,medium,The lowercase %f conversion uses localeconv() decimal point of the process-wide locale another request may have set.,no,ext/standard/formatted_print.c (php_sprintf_appenddouble uses localeconv for 'f'); reasoning
strcoll,function,standard,shared-state,medium,Locale-dependent collation follows the process-wide LC_COLLATE set by another request's setlocale().,no,ext/standard/string.c:429
stream_context_get_default,function,standard,shared-state,medium,Returns and lets the caller mutate the process-wide FG(default_context) shared by all requests.,no,ext/standard/streamsfuncs.c:1189
stream_filter_register,function,standard,shared-state,medium,"Registers into the process-wide BG(user_filter_map); the second request registering the same filter name gets a warning and false, and filter classes bound to another request stay resolvable.",no,ext/standard/user_filters.c:583; ext/standard/basic_functions.h (user_filter_map)
stream_socket_client (STREAM_CLIENT_PERSISTENT),function,standard,lifecycle,medium,"Persistent transports live in the process-wide EG(persistent_list) and would be handed to concurrent requests, so the fiber transport factory refuses them loudly.",yes,fiber_errors.md (persistent connections blocked); sapi/fpmng/fpm/fpm_pool_fiber_xport.c:673
stream_socket_client (udp:// and udg:// transports),function,standard,blocking,medium,"Only tcp, unix and TLS transport factories are replaced; udp/udg streams keep the blocking xp_socket ops, so fread() waiting for a datagram (statsd, syslog, DNS-over-UDP libraries) stalls the process.",no,sapi/fpmng/fpm/fpm_pool_fiber_xport.c (registers tcp and unix only); main/streams/xp_socket.c
stream_wrapper_register,function,standard,shared-state,medium,"Registers into FG(stream_wrappers), a process-wide copy of the wrapper table only freed at process RSHUTDOWN, so wrappers (vfs mocks, custom s3://) appear in other requests and the second request gets 'Protocol already registered'.",no,"main/streams/streams.c:1821-1837,1732"
stream_wrapper_unregister,function,standard,shared-state,medium,"Removes a wrapper from the process-wide FG(stream_wrappers) (a common hardening step for phar://), breaking that scheme for other in-flight requests.",no,main/streams/streams.c:1842-1846
syslog,function,standard,shared-state,medium,Logs under whichever ident/facility the last openlog() of any request set; closelog() by another request resets it mid-request.,no,ext/standard/syslog.c:93
system,function,standard,blocking,medium,Blocking popen/read loop until the child exits stalls every in-flight request.,no,ext/standard/exec.c:247
time_sleep_until,function,standard,blocking,medium,"Not swapped by the sleep interception (only sleep/usleep/time_nanosleep are), so it blocks the whole process until the given timestamp.",yes,sapi/fpmng/fpm/fpm_pool_fiber_sleep.c:217-224; spike-sleep-yield-report.md line 156
uasort,function,standard,shared-state,medium,Same BG(user_compare_fci) sharing as usort: a suspension inside the comparator lets another request replace the callback.,no,"ext/standard/array.c:841,790-796"
uksort,function,standard,shared-state,medium,Same BG(user_compare_fci) sharing as usort.,no,"ext/standard/array.c:908,790-796"
unserialize_callback_func,ini,standard,shared-state,medium,"Process-wide PG(unserialize_callback_func) is called by unserialize() in any request when a class is missing, so request A's callback (e.g. an autoloader closure name) runs for request B's payloads.",no,main/main.c:827; ext/standard/var_unserializer.re:1252-1259
usort,function,standard,shared-state,medium,The comparator is stored in the process-wide BG(user_compare_fci); if the callback suspends (DB call inside a comparator) another request's usort overwrites it and this sort resumes calling the wrong callback.,no,"ext/standard/array.c:750-753,790-796,809"
msg_send,function,sysvmsg,blocking,medium,Blocking msgsnd() when the queue is full (blocking=true default) stalls the whole process until a consumer drains it.,no,ext/sysvmsg/sysvmsg.c:431
class_alias,function,Zend,redeclaration,medium,"class_alias() inserts into the process-wide EG(class_table); the second request executing the same alias gets 'Cannot declare class X, because the name is already in use' and returns false.",no,Zend/zend_builtin_functions.c ZEND_FUNCTION(class_alias); reasoning (same table as class declarations)
const (top-level constant declaration),constant,Zend,redeclaration,medium,A top-level const in the entry script registers into the process-wide EG(zend_constants); when the script is recompiled for the next request the declaration fails with 'Constant X already defined' and any changed value is silently ignored.,yes,frameworks.md; reasoning (same table as define())
exit,function,Zend,lifecycle,medium,"exit() longjmps to the fiber-local EG(bailout) so only the request unwinds, but it skips the request's own shutdown functions (run once per process) and leaves CG(unclean_shutdown) set for the shared engine.",yes,NOTES.md 3t (CG(unclean_shutdown) shared); Zend/zend_fibers.c:129-148 (bailout per fiber)
Fiber::getCurrent,method,Zend,shared-state,medium,"Returns the SAPI's engine fiber instead of null, so libraries that check Fiber::getCurrent() to decide whether they run inside a user fiber (Revolt/amphp, Laravel Concurrency) take the wrong path.",no,reasoning (zend_fibers.c: EG(active_fiber) is the scheduler-started fiber)
Fiber::start / Fiber::resume (I/O inside a nested user Fiber),method,Zend,blocking,medium,"Inside a user-created Fiber the interception layer cannot suspend to the scheduler (can_wait()==0) and falls back to blocking I/O, stalling every request in the process.",yes,NOTES.md 3x (nested user Fiber can_wait()==0 falls back to blocking)
gc_disable,function,Zend,shared-state,medium,"Disables cycle collection for the whole process (GC_G is not per request), so cyclic garbage from every other in-flight request accumulates until memory_limit kills all of them.",no,Zend/zend_builtin_functions.c:199-205; Zend/zend.c:269 (zend.enable_gc is ZEND_INI_ALL)
gc_enable,function,Zend,shared-state,medium,"Toggles zend.enable_gc / GC_G(gc_enabled) for the whole process, so one request's gc_enable() overrides another's gc_disable() while both are in flight.",no,Zend/zend_builtin_functions.c:186-192; Zend/zend.c:126 OnUpdateGCEnabled
ini_restore,function,Zend,shared-state,medium,"Restores the ini VALUE but re-runs on_modify, writing the baseline back into a process-wide global while another request expects its own runtime value there.",no,reasoning (same on_modify path as ini_set)
require / include (files declaring functions or classes),function,Zend,redeclaration,medium,"EG(included_files) is per request but EG(function_table)/EG(class_table) are per process, so the second request that includes a file declaring a named class or function dies with 'Cannot redeclare'.",yes,fiber_errors.md; fiber_async_io.md (Overriding note)
trigger_error (E_USER_ERROR) / fatal errors,function,Zend,lifecycle,medium,"A bailout in the middle of C code leaves process-wide module state (BG(serialize).level, MBSTRG outconv state, SOAP_GLOBAL, ZLIBG(ob_gzhandler)) as it was, and the next request in the same process inherits it.",yes,NOTES.md 3u (fatal/bailout can damage shared state)
zend.assertions,ini,Zend,shared-state,medium,"OnUpdateAssertions writes EG(assertions) process-wide (values can only be lowered at runtime), so a request setting 0 disables assert() for every other in-flight request.",no,"Zend/zend.c:160-170,268"
zend.enable_gc,ini,Zend,shared-state,medium,OnUpdateGCEnabled toggles the process-wide collector for all requests.,no,"Zend/zend.c:126,269"
zend.exception_ignore_args,ini,Zend,shared-state,medium,Process-wide EG(exception_ignore_args); a request enabling argument capture exposes argument values (passwords) in other requests' stack traces.,no,Zend/zend.c:276
ZipArchive::close,method,zip,blocking,medium,Compresses and writes all pending entries synchronously on the process.,no,"ext/zip/php_zip.c (PHP_METHOD(ZipArchive, close)); reasoning"
ZipArchive::extractTo,method,zip,blocking,medium,"Synchronous decompression and file writes for the whole archive can take seconds, freezing every request.",no,"ext/zip/php_zip.c (PHP_METHOD(ZipArchive, extractTo)); reasoning"
zlib.output_compression,ini,zlib,shared-state,medium,OnUpdate_zlib_output_compression writes ZLIBG(output_compression) process-wide and at runtime starts the handler; a request toggling it changes whether other requests' output is compressed.,no,"ext/zlib/zlib.c:1277-1309,336-340"
bzopen / bzread / bzwrite,function,bz2,blocking,low,Compressed plain-file I/O plus CPU-bound bzip2 on the process.,yes,fiber_async_io.md (plain files); ext/bz2/bz2.c
strftime,function,date,shared-state,low,Deprecated; formats through the C library using the process-wide locale and timezone another request may have changed.,no,ext/date/php_date.c:1372
dba_open,function,dba,blocking,low,Synchronous file-backed database I/O; the default lock file uses php_stream_lock (intercepted).,yes,fiber_async_io.md (plain files); ext/dba/dba.c:526
DOMDocument::load,method,dom,blocking,low,"Loading a local file goes through libxml's synchronous file I/O (http:// URLs use intercepted PHP streams); also DOMDocument::loadHTMLFile, DOMDocument::save.",yes,fiber_async_io.md (plain files); ext/dom/document.c
exif.encode_unicode,ini,exif,shared-state,low,"OnUpdateEncode writes EXIF_G(encode_unicode) process-wide for all requests' EXIF decoding (also exif.decode_unicode_*, exif.encode_jis, exif.decode_jis_*).",no,ext/exif/exif.c:137-142
exif_read_data,function,exif,blocking,low,"Synchronous plain-file read of the image header (also exif_thumbnail, exif_imagetype).",yes,fiber_async_io.md (plain files); ext/exif/exif.c
finfo_file,function,fileinfo,blocking,low,"Synchronous read of the target file and, on first use, of the magic database (also finfo_open, mime_content_type, finfo::file).",yes,"fiber_async_io.md (plain files); ext/fileinfo/fileinfo.c:128,282,381"
hash_file,function,hash,blocking,low,"Reads the file through the plain wrapper synchronously (also hash_hmac_file, hash_update_file).",yes,fiber_async_io.md (plain files); ext/hash/hash.c
iconv.input_encoding,ini,iconv,shared-state,low,on_modify writes process-wide ICONVG(input_encoding).,no,"ext/iconv/iconv.c:167,208"
iconv.output_encoding,ini,iconv,shared-state,low,on_modify writes process-wide ICONVG(output_encoding) used by ob_iconv_handler in every request.,no,"ext/iconv/iconv.c:180,209"
json_encode,function,json,shared-state,low,Float formatting follows the process-wide PG(serialize_precision) another request may have set through ini_set.,no,ext/json/json_encoder.c:83
mb_http_input,function,mbstring,shared-state,low,"Returns MBSTRG(http_input_identify), which is set during input decoding and overwritten process-wide by the next request's input.",no,"ext/mbstring/mbstring.c:1264,1546,1149"
mbstring.http_input,ini,mbstring,shared-state,low,on_modify writes the process-wide http input encoding list used at input decoding.,no,ext/mbstring/mbstring.c:940
mbstring.regex_retry_limit,ini,mbstring,shared-state,low,OnUpdateLong writes process-wide MBSTRG(regex_retry_limit) for all mb_ereg calls.,no,ext/mbstring/mbstring.c:960
mbstring.regex_stack_limit,ini,mbstring,shared-state,low,OnUpdateLong writes process-wide MBSTRG(regex_stack_limit) for all mb_ereg calls.,no,ext/mbstring/mbstring.c:959
mysqli_get_client_stats,function,mysqli,shared-state,low,mysqlnd statistics are per process and never reset per request because mysqlnd RINIT/RSHUTDOWN run once per container.,yes,NOTES.md 3t (mysqlnd stats); ext/mysqli/mysqli_nonapi.c:443
opcache.enable,ini,opcache,lifecycle,low,"The fiber executor refuses to start with OPcache enabled (shared memory script cache assumes one request per process), so opcache_* functions are unavailable and every request recompiles its script.",yes,fiber_errors.md lines 16-19
openssl_pkey_new,function,openssl,blocking,low,"RSA key generation is CPU-bound for hundreds of milliseconds with no suspension point, freezing all requests.",no,ext/openssl/openssl.c (PHP_FUNCTION(openssl_pkey_new)); reasoning
openssl_x509_export_to_file,function,openssl,blocking,low,"Writes through a blocking plain-file BIO (also openssl_pkey_export_to_file, openssl_csr_export_to_file, openssl_pkcs12_export_to_file).",yes,fiber_async_io.md (plain files); ext/openssl/openssl.c
